Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate 2001 Australian Standard Population  (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)",Column I,ICD-10 codes,Column K,Column L
Incidence,Melanoma of the skin,2004,Persons,Western Australia,995,50.9,60.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2004,Persons,South Australia,675,39.9,46.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2004,Persons,Tasmania,217,41.8,48.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2004,Persons,Australian Capital Territory,113,39.5,46,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2004,Persons,Northern Territory,50,30.9,33.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2004,Persons,Australia,9876,48.2,56.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,New South Wales,1506,41.1,47.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Victoria,1082,39.7,45.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Queensland,1130,56,63.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Western Australia,407,39.5,45.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,South Australia,328,37.2,42.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Tasmania,136,50.7,55.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Australian Capital Territory,61,39,44,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Northern Territory,20,24.9,26.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Females,Australia,4689,43.4,49.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,New South Wales,2057,62.5,76.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Victoria,1229,50.2,60.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Queensland,1580,84.4,102,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Western Australia,598,62.7,76.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,South Australia,399,49.3,60.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Tasmania,148,59,68.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Australian Capital Territory,69,51.5,62.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Northern Territory,29,38.2,44.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Males,Australia,6139,62.4,75.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,New South Wales,3563,50.5,60.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Victoria,2311,44.2,51.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Queensland,2710,69.1,81,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Western Australia,1005,50.4,59.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,South Australia,727,42.2,50,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Tasmania,284,54.1,60.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Australian Capital Territory,130,44.4,51.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Northern Territory,49,32.1,36,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2005,Persons,Australia,10828,51.8,61.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,New South Wales,1397,37.7,43.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Victoria,974,34.7,40.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Queensland,1027,49.3,56.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Western Australia,458,43.6,50,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,South Australia,265,29.9,34.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Tasmania,124,45,50,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Australian Capital Territory,61,37.8,42.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Northern Territory,19,24,25.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Females,Australia,4327,39.1,45,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,New South Wales,2180,65.1,80,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Victoria,1220,49.1,60.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Queensland,1488,77.4,93.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Western Australia,635,64.1,78.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,South Australia,360,43.9,52.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Tasmania,127,49.8,58.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Australian Capital Territory,73,53.6,65.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Northern Territory,29,35.4,40.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Males,Australia,6105,60.8,74.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,New South Wales,3577,50.1,60,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Victoria,2194,41,49,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Queensland,2515,62.3,73.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Western Australia,1093,53.2,63.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,South Australia,625,36.2,42.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Tasmania,251,47.3,54.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Australian Capital Territory,133,44.8,52.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Northern Territory,48,30.1,33.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2006,Persons,Australia,10432,49,58.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,New South Wales,1420,37.5,43.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Victoria,986,34.6,39.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Queensland,1127,52.8,59.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Western Australia,411,38,44.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,South Australia,280,30.7,34.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Tasmania,110,38.3,42.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Australian Capital Territory,59,36,40.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Northern Territory,20,24.6,26.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Females,Australia,4403,39,44.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,New South Wales,2127,61.8,76.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Victoria,1188,46.3,56.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Queensland,1592,79.5,96.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Western Australia,576,56.5,68.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,South Australia,342,40.5,49.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Tasmania,127,48,60.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Australian Capital Territory,72,52.8,64.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Northern Territory,30,35.8,40.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Males,Australia,6037,58.3,71.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,New South Wales,3547,48.4,58.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Victoria,2174,39.8,47.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Queensland,2719,65.2,76.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Western Australia,987,46.6,55.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,South Australia,622,34.8,40.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Tasmania,237,41.9,49.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Australian Capital Territory,131,43.3,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Northern Territory,50,30.6,34.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2007,Persons,Australia,10440,47.7,56.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,New South Wales,1489,38.3,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Victoria,981,33.9,38.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Queensland,1196,54.7,61.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Western Australia,425,37.9,44.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,South Australia,325,34.2,39.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Tasmania,114,41.1,45.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Australian Capital Territory,62,37.4,42,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Northern Territory,20,25.5,28.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Females,Australia,4608,39.9,45.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,New South Wales,2154,61,75.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Victoria,1247,47.6,58.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Queensland,1773,86.3,104.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Western Australia,661,63.7,78.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,South Australia,413,48.1,59.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Tasmania,163,59.7,71,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Australian Capital Territory,76,54.3,66.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Northern Territory,29,35.5,41.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Males,Australia,6528,61.6,75.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,New South Wales,3643,48.5,58.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Victoria,2228,39.9,47.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Queensland,2969,69.3,81.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Western Australia,1086,49.8,59.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,South Australia,738,40.1,47.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Tasmania,277,49.3,56.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Australian Capital Territory,139,44.7,52.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Northern Territory,49,30.9,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2008,Persons,Australia,11136,49.6,58.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,New South Wales,1534,38.7,45.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Victoria,1047,34.9,40.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Queensland,1267,56.6,64.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Western Australia,399,34.4,39.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,South Australia,289,29.7,34.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Tasmania,115,39.3,43.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Australian Capital Territory,57,33.7,37.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Northern Territory,20,27.3,31.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Females,Australia,4710,39.8,45.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,New South Wales,2190,60.5,74.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Victoria,1333,49.8,61.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Queensland,1786,84.7,102.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Western Australia,640,59.4,73.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,South Australia,381,44.2,53.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Tasmania,160,57.9,68.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Australian Capital Territory,77,53.6,65.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Northern Territory,30,36.3,43,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Males,Australia,6602,60.8,74.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,New South Wales,3724,48.6,58.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Victoria,2380,41.5,49.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Queensland,3053,69.6,82,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Western Australia,1039,46.1,55.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,South Australia,670,36.3,43.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Tasmania,275,47.9,55.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Australian Capital Territory,135,42.3,49.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Northern Territory,50,32.3,38.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2009,Persons,Australia,11312,49.3,58.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,New South Wales,1563,38.5,45.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Victoria,972,31.8,37,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Queensland,1270,54.6,62.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Western Australia,389,32.6,38,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,South Australia,313,31.6,36.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Tasmania,134,45,50.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Australian Capital Territory,50,28.6,32.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Northern Territory,21,26.3,30.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Females,Australia,4709,38.7,45,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,New South Wales,2335,63.1,78.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Victoria,1304,47.1,58,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Queensland,1847,85.3,104.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Western Australia,650,59.1,73.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,South Australia,386,43.4,52.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Tasmania,158,54.8,66.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Australian Capital Territory,74,50.7,62.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Northern Territory,32,39.3,46.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Males,Australia,6804,61,75.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,New South Wales,3898,49.7,60.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Victoria,2276,38.7,46.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Queensland,3117,68.9,81.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Western Australia,1039,44.8,54.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,South Australia,699,36.8,43.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Tasmania,292,49.4,57.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Australian Capital Territory,124,38.4,45.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Northern Territory,53,33.1,38.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2010,Persons,Australia,11513,48.9,58.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,New South Wales,1616,39.2,46.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Victoria,900,28.6,33.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Queensland,1381,58.2,66.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Western Australia,449,36.2,42.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,South Australia,290,28.7,33.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Tasmania,129,43.2,49.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Australian Capital Territory,48,26.9,30.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Northern Territory,22,26.9,31.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Females,Australia,4842,39,45.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,New South Wales,2398,62.6,78.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Victoria,1172,41,50.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Queensland,1925,85.6,104.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Western Australia,667,58.6,72.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,South Australia,404,43.7,53.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Tasmania,132,45,54.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Australian Capital Territory,76,50.6,62.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Northern Territory,33,41.3,49.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Males,Australia,6803,59,72.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,New South Wales,4014,49.8,60.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Victoria,2072,34.3,41.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Queensland,3306,71.1,84.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Western Australia,1116,46.5,56.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,South Australia,694,35.7,43,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Tasmania,261,43.5,51.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Australian Capital Territory,124,37.5,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Northern Territory,55,34.5,41,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2011,Persons,Australia,11645,48.1,57.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,New South Wales,1699,40.4,47.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Victoria,987,30.7,35.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Queensland,1428,58.3,67.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Western Australia,453,35.8,41.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,South Australia,305,30.3,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Tasmania,109,34,40.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Australian Capital Territory,54,29.2,33.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Northern Territory,23,28.7,34.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Females,Australia,5083,39.9,46.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,New South Wales,2489,63.8,79.4,NULL,C43,NULL,NULL
