Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate 2001 Australian Standard Population  (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)",Column I,ICD-10 codes,Column K,Column L
Incidence,Melanoma of the skin,2012,Males,Victoria,1291,44.2,54.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Queensland,2017,87.9,107.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Western Australia,696,58.9,73.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,South Australia,394,41.8,51.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Tasmania,146,48.8,57.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Australian Capital Territory,79,51.2,64.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Northern Territory,37,46.4,56.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Males,Australia,7156,60.7,74.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,New South Wales,4188,51.1,61.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Victoria,2278,36.8,44.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Queensland,3445,72.2,86,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Western Australia,1149,46.5,56.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,South Australia,699,35.5,42.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Tasmania,255,41.3,48.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Australian Capital Territory,132,38.9,47,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Northern Territory,60,38.3,46.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2012,Persons,Australia,12239,49.5,59.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,New South Wales,1767,41,48.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Victoria,1000,30.1,35.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Queensland,1528,61.7,69.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Western Australia,535,41.3,49.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,South Australia,286,28,32.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Tasmania,136,43.5,49.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Australian Capital Territory,54,29,34,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Northern Territory,24,29.3,35.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Females,Australia,5340,41.1,47.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,New South Wales,2540,63.7,79.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Victoria,1329,44.2,55.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Queensland,2168,91.1,112.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Western Australia,785,65.2,80.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,South Australia,438,45.7,57.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Tasmania,138,45.7,55.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Australian Capital Territory,81,50.4,63.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Northern Territory,39,46.9,58.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Males,Australia,7533,62.2,77.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,New South Wales,4307,51.5,62.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Victoria,2329,36.5,44.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Queensland,3696,75.5,89.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Western Australia,1320,52.4,63.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,South Australia,724,36,43.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Tasmania,274,44,51.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Australian Capital Territory,135,38.6,47,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Northern Territory,63,38.8,47.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2013,Persons,Australia,12873,50.8,61.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,New South Wales,1797,41.1,48.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Victoria,1064,31.5,36.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Queensland,1505,59.1,67.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Western Australia,532,40.3,47,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,South Australia,313,30.1,35.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Tasmania,169,51.3,60.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Australian Capital Territory,63,33,38.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Northern Territory,25,28.1,33.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Females,Australia,5486,41.4,48.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,New South Wales,2558,63.2,78.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Victoria,1401,45.4,56.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Queensland,2205,90.6,111.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Western Australia,774,61.9,77.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,South Australia,482,49.6,61.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Tasmania,163,51.2,63.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Australian Capital Territory,81,49.8,62.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Northern Territory,43,52.1,65.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Males,Australia,7718,62.3,77.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,New South Wales,4355,51.2,61.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Victoria,2465,37.8,45.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Queensland,3710,73.7,88.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Western Australia,1306,50.3,60.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,South Australia,795,39,47,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Tasmania,332,51,61.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Australian Capital Territory,144,40.3,49.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Northern Territory,68,40.7,50.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2014,Persons,Australia,13204,51,61.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,New South Wales,1778,39.9,47.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Victoria,1161,33.7,39.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Queensland,1561,59.5,68.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Western Australia,670,49.3,58,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,South Australia,295,27.4,32.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Tasmania,136,42.5,48.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Australian Capital Territory,70,35.8,42.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Northern Territory,27,31.2,37.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Females,Australia,5711,42.2,49.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,New South Wales,2581,61.7,77.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Victoria,1532,48.2,60.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Queensland,2195,88.2,107.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Western Australia,900,71.2,88.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,South Australia,474,47.6,59,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Tasmania,166,52,64.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Australian Capital Territory,84,49.5,62.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Northern Territory,48,55.7,69.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Males,Australia,8014,63.1,78.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,New South Wales,4359,49.9,61,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Victoria,2693,40.3,48.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Queensland,3756,73,86.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Western Australia,1570,59.5,72.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,South Australia,769,36.7,44.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Tasmania,302,46.6,55.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Australian Capital Territory,153,41.7,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Northern Territory,75,44.2,54.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2015,Persons,Australia,13725,51.9,62.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,New South Wales,1926,42.4,49.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Victoria,1253,35.4,41.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Queensland,1633,60.5,70.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Western Australia,626,45.6,53.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,South Australia,343,31.6,37.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Tasmania,148,45.5,52.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Australian Capital Territory,75,37.7,44.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Northern Territory,28,31.9,38.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Females,Australia,6040,43.6,51,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,New South Wales,2857,67.1,83.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Victoria,1569,48.1,59.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Queensland,2331,91.3,111.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Western Australia,919,70.3,86.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,South Australia,463,45.6,55.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Tasmania,186,59.1,71.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Australian Capital Territory,92,52.7,66.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Northern Territory,54,58.5,73.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Males,Australia,8497,65.4,80.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,New South Wales,4783,53.8,65.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Victoria,2822,41.2,49.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Queensland,3964,75.1,89.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Western Australia,1545,57.3,69.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,South Australia,806,38.1,45.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Tasmania,334,51.9,61.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Australian Capital Territory,167,44.3,54.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Northern Territory,82,46.1,57.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2016,Persons,Australia,14537,53.7,64.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,New South Wales,1953,42.2,49.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Victoria,1309,35.9,42.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Queensland,1675,61.1,70.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Western Australia,592,41.5,49.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,South Australia,334,30.1,35.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Tasmania,159,46.6,53.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Australian Capital Territory,77,37.8,44.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Northern Territory,29,32.3,39.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Females,Australia,6137,43.3,50.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,New South Wales,2967,68.1,84.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Victoria,1673,50,62,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Queensland,2475,94,114.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Western Australia,870,65.1,81.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,South Australia,469,45.5,55.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Tasmania,180,54,66.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Australian Capital Territory,107,59.4,74.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Northern Territory,52,56.8,71.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Males,Australia,8825,66.2,81.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,New South Wales,4920,54.3,66,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Victoria,2982,42.3,51.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Queensland,4150,76.6,91,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Western Australia,1462,52.6,64.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,South Australia,803,37.3,45,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Tasmania,339,49.8,59.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Australian Capital Territory,184,47.5,58.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Northern Territory,81,45.2,56.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2017,Persons,Australia,14962,54,65.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,New South Wales,2022,43.4,50.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Victoria,1311,35.1,41.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Queensland,1735,61.3,71,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Western Australia,626,43,51.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,South Australia,310,27.6,32.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Tasmania,196,57.5,66.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Australian Capital Territory,81,38.4,45.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Northern Territory,30,31.9,37.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Females,Australia,6320,43.7,51.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,New South Wales,2984,67.5,83.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Victoria,1763,51.4,63.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Queensland,2343,86.5,106.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Western Australia,863,62.7,77.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,South Australia,479,44.6,56,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Tasmania,205,59.9,72.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Australian Capital Territory,114,61.6,77.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Northern Territory,52,56.6,71.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Males,Australia,8814,64.6,79.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,New South Wales,5006,54.6,65.8,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Victoria,3075,42.6,51.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Queensland,4078,73.2,87.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Western Australia,1489,52.3,63.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,South Australia,789,35.4,43.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Tasmania,401,58.5,68.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Australian Capital Territory,195,48.9,59.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Northern Territory,83,44.5,54.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2018,Persons,Australia,15135,53.4,64.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,New South Wales,2075,43.3,51.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Victoria,1201,31.5,37.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Queensland,1845,63.8,73.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Western Australia,680,44.8,53.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,South Australia,358,30.2,36.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Tasmania,188,55,61.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Australian Capital Territory,86,39.5,46.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Northern Territory,33,33.2,39.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Females,Australia,6494,43.8,51.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,New South Wales,3003,66.4,82.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Victoria,1631,46.3,57.9,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Queensland,2602,93.1,114,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Western Australia,949,66.2,82.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,South Australia,546,50,62.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Tasmania,224,65.8,78.5,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Australian Capital Territory,120,62.8,78.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Northern Territory,55,59.6,75,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Males,Australia,9134,65.2,80.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,New South Wales,5078,54.1,65.6,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Victoria,2832,38.3,46.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Queensland,4447,77.7,92.7,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Western Australia,1629,54.9,67.1,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,South Australia,904,39.5,48.3,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Tasmania,412,60,69.4,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Australian Capital Territory,205,50.1,61.2,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Northern Territory,88,46.4,57,NULL,C43,NULL,NULL
Incidence,Melanoma of the skin,2019,Persons,Australia,15628,53.8,65,NULL,C43,NULL,NULL
